segment no.	mm	section	segment	tempo (score)	meter	data SV	Walter 1938	Scherchen 1950	Horenstein 1952	Rosbaud 1954	Kletzki 1954	Ludwig 1959	Mitropoulos 1960a	Horenstein 1960	Mitropoulos 1960b	Barbirolli 1960	Walter 1961	Barbirolli 1962	Barbirolli 1964	Kondrashin 1964	Bernstein 1965	Ančerl 1966	Horenstein 1966a	Horenstein 1966b	Klemperer 1967	Kubelík 1967b	Kondrashin 1967	Solti 1967	Horenstein 1967	Neumann 1967	Szell 1968	Szell 1969	Abravanel 1969	Haitink 1969	Klemperer 1970	Bernstein 1971a	Maderna 1971	Boulez 1971	Boulez 1972	Maderna 1972	Giulini 1975	Kubelík 1975	Giulini 1976	Zender 1977	Morris 1978	Levine 1979	Sanderling 1979	Tennstedt 1979	Bernstein 1979a	Bernstein 1979b	Karajan 1980	Neumann 1982	Tennstedt 1982b	Karajan 1982a	Solti 1982b	Sanderling 1982	Karajan 1982c	Asahina 1983	Wakasugi 1983	Maazel 1984	Doráti 1984	Bertini 1985	Bernstein 1985a	Bernstein 1985b	Inbal 1986	Abbado 1987	Sanderling 1987	Haitink 1987	Tennstedt 1988	Rögner 1988	Ozawa 1989	Pešek 1990	Gielen 1990	Tabakov 1991	Segerstam 1991	Sanderling 1992	Haitink 1993	Barshai 1993	Sinopoli 1993	Rattle 1993	Masur 1994	Waart 1995	Boulez 1995	Maazel 1996	Sinopoli 1997	Dohnányi 1997	Levine 1999	Abbado 1999	Jansons 2000	Paternostro 2001	Ashkenazy 2002	Ozawa 2002	Gielen 2003	Haitink 2004	Chailly 2004	Tilson Thomas 2004	Schwarz 2006	Barenboim 2006	Rattle 2007b	Gilbert 2008	Nott 2008	Salonen 2009	Järvi 2009	Oue 2009	Haitink 2009	Norrington 2009	Zinman 2009	Abbado 2010	Gergiev 2011	Ashkenazy 2011	Maazel 2011	Haitink 2011b	Schønwandt 2012	Dudamel 2012	Chung 2013	Chailly 2013	Fischer 2013b	Stenz 2014	Sladkovsky 2016	Harding 2016	Jansons 2016	Noseda 2017	Netopil 2018	Levi 2018	Blomstedt 2018	Fischer 2019	Currentzis 2019		
18	92		B2c	a tempo (Allegro moderato)		18	354,97505669	237,94648526	354,30385488	277,62721088	312,49995465	348,03591837	298,64126984	298,41777778	354,83428571	303,12163265	392,51591837	335,21959184	337,72897959	328,05006803	365,569161	329,3387755	345,9134694	357,5814966	353,015873	329,1660771	318,5810431	341,9403175	331,682449	325,2136054	296,6907937	301,3202721	355,3306122	335,1339683	360,8380952	355,8835374	402,0680272	430,1409524	357,5945578	359,427483	409,3445805	340,8203175	427,1891156	312,0761905	361,5992744	382,4544218	355,144127	399,9854875	365,0176871	366,6285714	388,7434014	332,3239909	410,4199546	371,4031746	396,7013152	330,5795918	355,0171429	357,482449	380,9044898	388,5612698	346,6231293	355,4742857	380,6011791	394,3836735	359,3012245	334,677551	312,5173696	358,6677551	361,0354649	270,7860317	357,4479819	365,6678458	334,5632653	417,7066667	411,7688889	345,5078458	344,4448073	311,3015873	342,8440816	359,8222222	307,4895238	369,0115193	386,8952381	421,6526077	410,2617687	375,9542857	363,6261224	329,9352381	331,5490249	370,1130159	334,9463946	373,1403175	356,4444444	312,117551	402,2857143	391,0204082	361,8220408	310,3927438	370,9884807	348,7695238	383,9492063	319,2090703	374,9681633	390,9877551	376,9904762	339,6411791	394,7537415	345,6	350,128254	361,4425397	510,8716553	327,3607256	368,9853968	386,7363265	383,6963265	337,2212245	301,2146939	331,7079365	350,7330612	342,2563265	342,029932	305,0260317	333,5401361	425,6870748	360,6704762	320,0217687	375,4376417		
19	102		B2c {cont}	Allegro		19	377,67984127	255,64444444	381,25714286	298,70367347	337,20746032	373,62068027	324,61206349	321,85179138	380,83775510	326,47981859	425,80897959	359,56099773	358,56108844	349,97551020	393,6609524	356,6410884	373,8862585	385,1261678	378,7885714	354,3945578	339,1346939	367,2152381	358,6786395	350,8535147	318,567619	323,9437642	383,5022222	357,8539683	389,8601361	383,2195918	426,2022676	464,1763265	380,7666213	383,3861224	438,4855329	364,9879365	457,8438095	334,7853061	393,5550113	407,832381	380,5061224	431,6154195	392,6102721	393,9036735	420,3014966	359,2359184	444,3601814	398,984127	424,8845351	356,0228571	382,2138776	390,2316553	407,944127	413,945034	371,4336508	381,9102041	409,8234921	421,7440363	387,9473923	359,5218367	336,6051701	381,4196825	391,8135147	294,5218141	381,6	390,3129252	359,1873016	445,8361905	440,9142857	371,7877551	366,2338322	335,7768707	367,7460317	382,4065306	331,2253968	392,9048526	413,8303855	450,0702041	444,8391837	405,4987755	390,0555102	352,7648299	355,9038549	394,5650794	360,1473016	398,0292063	381,6431066	335,0857143	427,9669841	419,7311791	388,9110204	332,8580499	393,1254422	371,6952381	409,7741497	345,2807256	395,1571882	420,244898	403,3991837	361,3097732	423,6698413	368,9404082	374,872381	388,1665306	544,0653061	351,0378231	391,8730159	410,5287982	407,1924036	363,4793651	327,4579592	354,2603175	372,2514286	365,8361905	369,4120635	328,9251701	357,8122449	455,1444898	389,8470975	343,9310658	400,1494785		
20	107.1.2		{cut_off}			20	387,42494331	263,85995465	393,98458050	308,06204082	348,05260771	385,25968254	335,78158730	332,26666667	391,09659864	335,86213152	439,56244898	369,38303855	367,07755102	359,19616780	404,2253061	367,4790023	386,4888889	396,9930159	392,6095238	364,3385034	347,9771429	378,3227211	370,4533333	361,7968027	329,0964172	335,1967347	395,261678	368,0761905	405,2571429	393,6130612	436,0475283	478,6155102	390,8731066	391,8759184	451,115102	374,6234921	470,4653061	344,9179138	407,556644	419,0345578	392,2895238	442,7755102	402,7602721	403,9444898	431,5341497	370,6187755	454,9732426	411,9219955	436,3377778	367,3295238	394,9017687	404,3885714	419,6063492	426,004898	382,8810884	392,8126984	420,3711565	431,8795465	400,3047619	370,1779592	347,5156463	391,6451701	402,3669841	304,4636735	390,6488889	402,0734694	370,4997732	456,8409977	451,4234921	383,9274376	375,6204989	346,9587302	377,7886621	391,4710204	341,8615873	403,5192744	425,4984127	462,1569161	456,4868934	417,4889796	401,7502041	363,3632653	365,9929252	405,78322	370,9866667	407,5149206	393,584898	345,6087075	438,9115646	430,9115646	399,7895692	343,0095238	402,5092063	381,1591837	421,6097959	355,1898413	404,1505669	432,1872109	415,7750567	371,0403628	436,429932	379,8907937	385,3003175	399,2598639	557,6272109	362,3379592	401,0702948	420,4897959	417,2190476	373,4871655	337,5775057	363,9263492	381,6330159	375,938322	380,2412698	338,9028571	368,5297052	466,8560544	401,5412245	354,3263492	409,9085488		
21	108	C1	X2			21	389,25061225	266,14712018	396,33269841	310,66848073	350,48199547	387,90095238	337,89968254	334,54693878	393,41859410	337,84308390	442,85387755	371,52435374	369,04489796	362,23129252	406,9355102	371,2986848	389,4311111	399,0508844	395,6136054	366,326712	350,7967347	381,6939683	373,1265306	364,8507937	332,4342857	338,7983673	398,0538776	371,9898413	408,3069388	396,1498413	437,7763265	481,7574603	392,7738776	393,7872109	453,975873	376,4807256	473,2292063	347,3632653	410,0818141	422,9514739	394,6920635	447,0857143	405,9080272	406,3510204	433,8742857	373,0430839	458,8393651	414,7265306	440,5260771	369,8539683	397,4733787	407,9085714	423,1727891	428,6606803	386,0368254	395,0138776	422,9514739	434,4671202	402,9206349	372,1360544	349,7868481	395,6520635	406,024127	306,4489796	393,5317914	404,7238095	372,9066667	460,4633107	454,5886621	387,2943311	378,2595918	349,0138776	379,5395918	393,0514286	344,6704762	406,6742857	427,7804989	464,5587302	458,8146939	419,9386848	404,1142857	365,2825397	368,1930159	408,5376871	373,4146032	410,3053061	396,0838095	347,8770068	441,844898	433,4236735	401,7487528	345,094966	404,2938776	383,7823129	424,0914286	359,2555102	406,7004082	435,2203175	418,4380952	373,9439456	439,5791383	381,8971429	387,2431746	401,8721088	561,4019048	365,2266667	403,8965986	422,4130612	419,81678	375,1706122	339,4989569	365,7984581	384,6501587	377,7422222	382,6822676	340,9886621	370,6195011	469,1167347	403,8008163	357,7904762	411,672381		
22	110		C1a	Tempo I. subito (aber nicht schleppend)		22	395,63319728	271,64734694	401,75492064	317,26077098	356,67591837	393,85396825	343,77142857	339,99818594	400,58122449	342,59591837	450,86693878	376,68571429	374,02557823	369,39319728	413,8144218	379,3269841	396,3820408	404,884898	403,0403628	371,2667574	357,2716553	388,5333333	379,088254	371,9053061	339,4060771	345,5060317	404,0881633	378,0368254	415,6081633	405,2391837	442,357551	488,9726984	397,4675737	397,9102041	461,1453968	381,41678	480,1320635	352,6095238	416,2938776	430,9333333	403,3066667	455,4231293	414,1852154	415,1089342	440,5028571	378,6539683	466,2131519	421,7556463	448,6984127	378,0673016	404,1665306	416,0522449	431,3687075	435,352381	394,0614966	400,6661224	431,3469388	444,6889796	409,3714286	376,9665306	358,8092517	402,8313832	413,642449	311,0530612	400,8507937	410,7254422	378,7595465	468,5678005	462,4304762	396,3022222	383,7714286	354,3314286	384,5572789	398,3310658	351,6604082	414,1133787	433,7429478	470,7613605	466,3873016	425,8808163	410,9765079	370,2552381	374,6307483	414,1685261	379,6230385	416,6240363	401,8089796	353,4889796	447,3904762	440,6494331	407,057415	350,9572789	408,6276644	389,9994558	429,9885714	365,2919728	414,5980952	442,8045351	424,3591837	381,76	446,9786848	386,6993197	392,6526984	408,0094331	570,3401361	371,2043537	410,7319728	426,5991837	426,2051701	379,4837188	345,094966	369,9490249	391,932517	382,461678	388,8783673	346,8364626	376,9730612	474,6514286	409,5180045	366,2222222	415,8432653		
23	119		C1b			23	419,33206349	298,28643991	435,09551020	345,45124717	389,30866213	424,03918367	371,58095238	367,24680272	433,57605442	373,44943311	483,50040816	412,93061225	405,99510204	401,42149660	445,2310204	412,8101587	428,9131973	437,765805	432,9128345	402,0215873	388,1179138	418,2857143	408,3925624	401,2640363	369,2437188	374,1736054	435,0722902	409,0514286	448,9803175	436,6106122	470,4870748	527,3730612	427,7159184	424,9106576	494,3346939	410,257415	514,8879819	378,9960998	449,3061224	465,7023129	437,1961905	490,2254875	446,8092517	447,7746939	471,527619	405,127619	501,1562812	451,7790476	485,3307937	411,8907937	433,9085714	450,8328345	463,4470748	472,3591837	426,8897959	434,3466667	463,1379592	476,4952381	443,5707937	406,8861678	389,6685714	435,2290249	446,7954649	338,9155556	431,9847619	441,200907	410,5034014	508,3544671	497,2139683	428,1382313	413,6605896	384,5663492	414,0901587	431,8214966	379,9640816	450,430839	466,7210884	506,357551	504,3657143	460,794195	445,6990476	401,5136508	408,8090703	443,4372789	406,012517	444,3493878	437,2085261	384,5115646	479,0682993	476,6008163	437,4813605	380,7593651	443,2457143	421,4552381	463,365805	394,6666667	450,7530159	481,1174603	457,5281633	415,3930159	480,8677551	418,4468027	422,1006803	436,1926531	608,8761905	403,1455782	442,6536054	459,2	456,977415	406,5785034	376,32	396,7158277	422,5335147	413,9537415	421,8209524	374,8165079	407,8381859	508,6331066	440,6944218	397,5952834	447,6038095		
24	129.3.2		{upb}			24	450,00272109	328,01523810	472,74666667	377,66167801	425,86122449	456,60589569	404,02721088	400,29024943	471,55374150	410,45841270	522,84952381	455,36507937	446,56761905	437,87755102	484,5307937	453,507483	467,5570068	474,9844898	472,4622222	436,9356916	422,3020408	454,1460317	442,897415	435,5657143	403,1332426	407,6444444	471,4405442	443,3240816	489,9657143	474,1180952	505,8176871	571,0563265	464,622585	460,3631746	533,8615873	445,7534694	556,5278912	409,594195	491,4184127	504,7669841	476,7477551	530,425034	486,6089796	483,9560998	508,7492063	436,8914286	542,9028571	487,3970068	528,3555556	449,4106122	469,046712	488,8845351	501,2593197	515,1738776	465,0144218	472,4419048	501,2346485	515,9590023	481,4831746	444,6712018	423,5668027	471,1560998	484,4727438	369,5020408	466,3009524	478,4761905	447,9346939	554,0702041	540,4749206	465,2756463	449,4628571	418,2465306	448,4092517	469,4029932	413,2368254	491,6186848	507,0019048	550,3042177	547,6861678	500,1534694	484,5104762	438,029932	447,4412698	479,248254	438,5473016	476,9959184	479,2946939	418,4620408	518,2926077	516,9168254	474,5012245	414,0538776	487,107483	456,4941497	503,2634921	429,1526531	494,0161451	520,8816327	496,2946032	456,2372789	522,1703401	456,1269841	454,2911565	469,3420408	658,935873	440,6799093	477,5706122	499,6005442	491,9669841	437,9341497	413,3688889	428,0453515	459,5461224	451,1869388	462,2730159	406,5436735	445,5328798	547,4938776	477,2571429	431,7344218	485,2419048		
25	130		C1c	Plötzlich sehr mäßig und zurückhaltend		25	451,43111111	329,36054422	474,20952381	378,84190476	427,38285714	458,33868481	405,38412698	401,42222222	472,90557823	411,92199547	524,77460318	456,64653061	448,35120181	439,58857143	487,2293878	455,5537415	468,8761905	476,0903401	474,3764172	438,4391837	423,7895692	456,4027211	444,3834921	437,3463946	404,49161	409,0427211	473,3453061	445,231746	491,4655782	476,2557823	507,924898	572,96	466,2639456	462,3847619	535,545034	447,2359184	558,2541497	410,8843537	493,1555556	506,4721995	479,0922449	532,6425397	489,5056689	486,5044898	510,2410884	438,4	544,5064853	488,7466667	530,4816327	451,4829932	470,3165533	490,3619048	502,804898	517,912381	466,4032653	474,0702041	503,6408163	518,3854875	483,0839002	446,2294785	425,4889796	473,2691156	486,3419501	370,8604082	467,9285261	479,8345578	449,538322	556,0555102	542,3288889	467,3160998	451,334966	420,0721995	450,2029932	471,5885714	414,887619	493,6330159	508,5053968	552,9861224	549,4566893	501,6685714	486,4812698	439,6117914	449,0129705	480,8330159	440,111746	478,9986395	481,1160091	420,1012245	520,3707937	519,915102	476,3820408	415,6255782	489,2952381	458,2791837	504,7466667	430,9942857	496,2873469	523,3458503	498,2595918	457,764898	523,9365079	457,7160998	456,2002721	471,0748299	661,939229	442,4344671	479,1423129	501,8702948	493,927619	439,321542	415,0349206	429,6634921	461,5198186	452,8718367	464,0965079	407,8643084	447,0378231	549,372517	479,0973243	433,0782766	487,1662585		
26	142		C1d	Noch etwas zögernd, allmählich übergehen zu		26	493,70265306	367,38612245	519,86938776	415,28308390	469,81877551	502,27664399	449,77269841	440,21986395	520,09215420	455,34331066	576,78367347	508,88489796	497,60000000	483,42639456	541,0365533	506,9540136	514,2465306	520,1240816	518,6430839	484,0272109	464,0478912	504,4767347	486,5015873	479,2163265	446,7519274	451,0577778	524,7477324	495,6647619	539,6027211	525,0002721	568,8816327	637,7534694	516,4538776	523,637551	586,8553288	493,8594104	613,9501134	454,1968254	545,4135147	557,7229932	529,9591837	587,7638095	538,7609977	536,4331973	558,1235374	481,8946032	597,9646258	530,9387755	585,711746	499,6643991	512,1509297	536,5231746	549,8601361	575,1989116	513,6783673	524,4458957	554,9569161	572,6069841	536,2996825	503,6444444	472,4636735	526,1873923	536,5028571	407,8628571	509,0819048	524,7346939	498,5077551	615,5261678	600,2822676	516,244898	501,260771	466,1779592	500,7542857	520,5478458	458,2922449	544,5775964	560,3149206	608,8126984	605,1410431	552,8090703	540,0634921	487,2431746	497,3714286	528,1088435	487,7206349	522,615873	531,642449	463,5980045	570,4489796	572,1469388	533,0692063	467,3712472	542,7678912	508,0642177	559,2758277	476,2644898	558,4282993	581,7063039	549,5336054	507,9829478	576,4462585	506,4487755	501,642449	517,6888889	724,6947846	489,582585	529,2117914	558,48	546,5861224	486,3680726	464,5558277	489,4998639	514,3539229	503,8439909	515,1637188	446,0843537	491,1107483	604,2463492	529,5967347	476,7869388	538,3836735		
27	147.4.2		{upb}			27	511,83746032	385,28870748	542,06984127	434,10612245	490,10938776	522,80453515	471,21269841	459,64480726	540,99301587	475,88353742	600,30548753	531,39156463	520,72126984	503,14013605	564,462585	530,9333333	537,1755102	542,9093878	541,3587302	504,1748753	482,8879819	527,5631746	507,5504762	498,6514286	466,7443084	472,202449	549,6961451	519,9876644	565,0198639	549,0372789	597,9297959	666,1093878	539,631746	558,5777778	611,0106122	516,9995465	639,8258503	474,3140136	570,4272109	585,5314286	553,3126531	614,5371429	563,0171429	560,1378685	582,585034	502,1547392	624,1893878	553,200907	610,0172336	520,6443537	534,7011338	558,9971882	572,9814059	599,8526984	537,5346939	548,4408163	580,8936054	600,9208163	562,6485261	528,9737868	493,3616327	551,735873	559,7460317	425,3982766	530,3437642	551,5784127	522,8440816	646,9369615	629,5336054	539,1092971	523,778322	488,8497052	528,4538776	544,8388209	479,3295238	569,1210884	584,3591837	636,1338776	632,4070748	579,7442177	566,7149206	510,0114286	521,4577778	551,0124263	508,917551	543,1800454	557,4008163	484,5714286	595,3131973	596,5728798	560,7270748	493,4907937	569,3387755	531,8806349	586,8117914	498,1420408	586,7232653	611,7993651	573,6620408	531,1854875	602,4765533	529,8793651	525,574966	539,0976871	751,8432653	512,3018594	553,0514286	585,705941	572,9697959	508,1396825	485,1860317	520,2372789	540,48	530,3437642	541,2774603	465,168254	512,0435374	629,8013605	555,0955102	498,7395918	563,464127		
28	148	A3	A3a	Tempo I.		28	512,31927438	385,61378685	542,51755102	434,31836735	490,63183674	523,18911565	471,57841270	460,07727891	541,52126984	476,25578231	600,82938776	531,75727891	521,46793651	503,61469388	565,1678912	531,3574603	537,8938776	543,5559184	541,9718821	504,4897959	483,1492063	528,1726984	507,9989116	499,0868027	467,3697959	472,6363719	550,3020408	520,4215873	565,5800454	549,877551	598,905034	666,8161451	540,1861224	559,3803175	611,4285714	517,5727891	640,5006803	474,8226757	571,1191156	586,0897959	553,7893878	615,1662585	563,6063492	560,7619048	583,1183673	502,4634921	624,8685714	554,0063492	610,5469388	520,9179138	535,477551	559,612517	573,6457143	600,3606349	538,2312925	549,0938776	581,6772789	601,6798186	563,2290249	529,4759184	493,8318367	552,2031746	560,4215873	425,844898	530,8622222	552,1589116	523,4122449	647,4739229	630,6075283	539,537415	524,4139683	489,3721542	529,1493878	545,3090249	479,8019048	569,6522449	584,9251701	636,9422222	633,0253061	580,4408163	567,5885714	510,7250794	521,975873	551,6698413	509,3746939	543,7126531	558,1159184	485,0742857	595,9546485	597,2636735	561,3133787	494,1133787	570,2008163	532,4698413	587,4198639	498,8473469	587,3371429	612,9371429	574,2955102	531,8693878	603,5098413	530,5004989	526,4457143	539,8117007	752,4165079	512,9077551	553,711746	586,4907029	573,6750794	508,5199093	485,7193651	520,6523356	540,9088435	530,9823129	541,9784127	465,6943311	512,5006803	630,4101587	555,755102	499,0316553	563,951746		
29	151.4		A3b			29	526,25412698	396,90158730	556,58231293	447,03492064	503,38612245	535,47682540	484,38857143	472,60299320	555,80734694	490,75301587	617,14285714	546,99718821	536,56235828	516,22312925	582,5320635	545,7502041	551,8965986	557,8187755	557,844898	517,1069388	495,4133333	543,1147392	521,0557823	511,3962812	481,0060771	486,4696599	567,3273469	535,1705896	583,4644898	566,9151927	619,7376871	685,0285714	555,0497959	579,575873	628,6439909	531,1804082	658,5469388	487,5356009	586,4721995	604,7927438	568,6566893	634,1369615	579,6368254	577,4802721	598,3550113	515,575873	643,7779592	569,1297959	627,4917007	534,2548753	550,9398639	574,6996825	589,2310204	614,8702041	554,4584127	565,6620408	599,4608617	619,4590476	578,3292517	544,0587755	506,8995918	567,69161	576,1436735	437,4073469	544,5260771	568,1893878	536,7134694	667,4249433	649,1356009	553,4563265	538,7261678	503,4187755	544,1306122	560,5064853	493,8463492	585,6711111	600,6334694	653,9493878	650,6231293	597,8964172	584,5536508	525,5053061	537,5129252	566,2911565	523,9862132	556,4952381	574,3967347	498,2530612	610,4526077	612,6817234	577,532517	508,4589569	586,4054422	547,2863492	603,6825397	511,9608163	602,8480726	630,6742857	589,1406803	546,3727891	620,0395238	545,7269841	542,1844898	553,9657143	767,4412698	526,3600907	568,4506122	603,8552154	589,9755102	521,195102	499,5192744	536,2285714	555,9321542	545,8779138	557,6489796	478,2933333	526,1540136	646,4090703	571,7093878	512,5572789	579,755102		
30	160		A3c			30	553,60435374	420,79782313	588,10340136	474,44244898	532,90376417	563,85306122	513,62539683	500,26612245	589,89714286	521,76689342	651,58095238	579,63537415	569,41133787	544,69442177	618,8117914	579,1673469	583,2620408	591,032381	590,5306122	547,9183673	522,4914286	577,3931973	549,3993651	539,414059	510,9812245	515,5069388	602,4380952	567,5555556	618,0977778	601,3403175	659,3404082	726,6452608	589,4791837	620,3885714	665,8597732	562,3379592	698,862585	516,0961451	621,6446259	644,2579592	601,6435374	674,7225397	613,3754195	612,5424036	632,2097052	545,2698413	684,8261224	602,4359184	664,6595918	564,8863492	583,2344671	607,6734694	624,2031746	649,0499773	589,8318367	600,6421769	633,3939229	654,7098413	613,6685714	575,9542857	535,1314286	601,3097506	609,1406803	462,8926984	574,6648526	603,7333333	569,0107937	711,3084807	687,3208163	584,6029932	569,6783673	533,4334694	577,7240816	592,5746939	526,5356916	620,9436735	635,4648526	692,4292063	689,168254	635,5243537	621,4385488	556,7796825	570,9438549	598,1866667	555,6970522	586,0165079	607,9259864	526,7504762	643,0127891	646,135873	614,2316553	540,18322	620,5997279	578,2929705	638,6213152	540,5460317	640,2234921	668,4139683	623,1147392	578,0781859	656,6138776	577,3714286	576,1284354	585,200907	804,4553288	556,2340136	601,4911565	641,937415	624,64	550,1445805	528,7880272	569,0282086	591,342585	579,0069841	591,7692517	506,3546485	556,7129252	680,9396825	606,8535147	542,1641723	614,5828571		
31	163.4		A3d			31	565,44072562	431,70539683	601,95410431	485,77596372	545,34965986	577,42222222	527,09079365	512,19374150	602,77551020	533,38848073	666,82775510	591,24897959	582,09850340	557,69578231	632,8555102	593,2495238	597,6177778	604,8333787	603,5410431	560,0798186	534,7671655	590,9246259	561,9693424	551,6335601	524,817415	528,5053968	615,4006349	581,014059	632,6595918	614,2606803	673,5992744	743,5145578	603,2939683	634,8103401	681,1631746	574,6285714	715,0236735	528,3236281	636,7303401	659,9949206	616,2503401	689,7719728	626,1193651	625,6863492	646,517551	557,844898	699,2747392	616,4970522	680,3214512	577,6036281	596,9066667	621,6794558	637,9900227	663,2489796	603,0204082	614,9746939	647,5972789	669,0046259	627,3306122	589,144127	547,6223129	615,7264399	622,3063946	473,4127891	587,9847619	617,7320635	582,1688889	728,7582766	703,1989116	598,9355102	583,2368254	546,6673923	592,8852608	604,7056689	538,997551	635,3567347	649,1602721	708,0838095	705,9301587	650,4562358	637,4831746	569,9987302	583,9165533	611,4452608	568,8881633	598,8136054	621,1337868	538,9786848	657,4730159	661,1069388	630,0879819	553,7785034	634,2247619	592,2655782	654,1235374	552,5188209	653,2353742	682,8146939	636,8217687	589,7502041	672,4266667	590,9746939	590,2902494	598,1322449	819,8501587	568,1654422	613,7846712	658,3553742	640,0761905	562,9866667	540,9785034	582,7831293	604,8101587	592,5906576	605,12	518,9804989	570,3764172	696,3664399	622,197551	555,0693878	629,5858503		
32	164.4		A3d {cont}	Allmählich fließender		32	568,70312925	434,97650794	605,76653061	488,70603175	548,64108844	581,03873016	530,99428571	515,19129252	606,77968254	536,58993197	670,77804989	594,32489796	585,62793651	561,00571429	636,6040816	596,7107483	601,4316553	608,437551	606,9369615	563,5555556	537,9657143	594,5498413	565,328254	554,964898	528,0272109	531,9644444	619,0222222	584,5028571	636,5199093	617,8829932	677,8311111	748,1121088	606,89161	638,8027211	685,4182313	578,4620408	719,1582766	531,4253061	640,6138776	664,555102	620,6236735	694,1681633	629,3768707	628,732517	649,8684807	561,2669388	703,1314286	620,3885714	684,3385034	581,2099773	600,5732426	625,5746032	642,054966	667,2457143	606,4065306	618,6187755	651,3893878	672,6385488	631,8889796	592,8460771	551,2634921	619,6012698	626,0041723	476,312381	591,5707937	621,5865533	586,2095238	733,3297052	708,117551	603,1673469	586,9888435	549,9529932	597,6097959	607,8926077	542,6155102	639,242449	652,7492063	712,3853061	711,4013605	654,5066667	641,4494331	573,6468027	587,4938776	615,0501587	572,3805896	602,1572789	625,1283447	542,3869388	661,3043084	665,5455782	634,4707483	557,2571429	637,585102	595,963356	658,1986395	555,6244898	656,2975057	687,7959184	640,6487075	592,5257143	676,4495238	594,7849433	594,7395918	601,605805	824,6073469	571,5388662	616,9077551	662,3724263	644,1926531	566,1721542	544,084898	586,3793197	608,5355102	596,2303855	608,4150567	522,2984127	574,185941	700,3787755	626,4152381	558,8825397	633,3953742		
33	168		A3e			33	578,22331066	444,43573696	616,52897959	497,56081633	558,44571429	592,00000000	541,83111111	524,15564626	619,07809524	546,36698413	684,07727891	603,47428571	596,05478458	571,76816327	647,8585034	606,8680272	612,0457143	619,3342404	618,7247166	574,3310658	548,2231293	605,1428571	574,7134694	565,266576	538,7305215	542,3288889	629,9776871	595,4002721	649,4098866	628,5670748	689,4933333	762,2704762	618,1315193	650,1645351	697,2691156	588,312381	732,3167347	541,5343311	652,9219048	678,905034	633,1493878	706,6840816	639,4209524	639,1597279	660,0707483	572,1077551	715,2326531	631,5885714	696,4179592	591,6618594	611,1956463	637,422585	653,6489796	680,0391837	616,9926531	630,1866667	662,3840363	683,50839	644,1853968	603,5860317	561,8155102	630,9964626	636,7564626	484,7379592	602,5447619	632,9012245	596,8330159	747,789932	720,2318367	614,4609524	597,4349206	560,3722449	610,2552381	616,9991837	553,0057143	650,8604082	664,1168254	723,4546939	726,4304762	665,7973696	654,1104762	583,70322	598,1344218	626,0331973	582,0016327	612,1142857	635,3110204	552,2111565	673,027483	677,8195011	645,9232653	567,6393651	648,2336508	606,5052154	670,9057596	565,2680272	665,5709751	701,1091156	651,8421769	602,0985034	689,200907	605,675102	606,3528345	612,8471655	837,4269388	580,8203175	626,3706122	673,6326531	656,0101587	576,4520635	553,7494785	597,501678	619,7093878	606,737415	618,7102041	533,2985034	585,1718821	712,1197279	638,3629932	569,3561905	644,4117914		
34	174	C2	C2a	Mit Wut / Allegro risoluto (Nicht zu schnell)		34	593,33877551	459,61142857	634,27700680	511,33643991	573,30068027	607,63428571	558,55746032	537,89605442	634,85170068	560,97959184	704,41215420	616,45643991	610,56290249	585,41460318	663,8222222	622,6808163	630,9930159	635,0889796	637,9102041	587,4619501	561,1395918	620,042449	590,3092971	580,3958503	554,482381	557,9029478	645,0031746	609,8354875	670,0335601	642,7936508	706,3118367	783,7170068	635,1992744	665,414966	714,4711111	600,9846712	751,6371882	556,8624036	670,4529705	698,1775964	648,5913832	722,454059	654,6481633	653,9232653	675,0425397	590,0654875	732,3515646	647,4971429	715,3139229	606,9347846	626,8604082	657,3583673	668,5605442	695,7714286	631,7681633	647,10678	677,5680952	698,3880272	660,2419955	619,7405896	576,9941043	646,1895692	651,6593197	497,912381	617,9606349	647,9626531	610,2534467	764,6693878	734,4195918	631,8585034	611,9996372	576,7314286	626,155102	630,282449	568,8293878	667,4924263	682,9612698	742,000907	744,0065306	681,2393651	673,1519274	599,3766893	613,5909297	641,4222222	595,8595918	626,9910204	649,582585	567,1314286	689,7226304	694,8687528	660,8783673	582,7911111	662,9500227	622,1786848	687,797551	579,6353742	677,0416327	720,9679819	667,5911111	616,5228345	709,425873	621,4182313	622,4631293	628,3958277	858,6373016	595,3726984	639,7068481	687,6687755	672,5434921	592,1396825	568,400907	612,6526984	634,3053061	621,2716553	634,8081633	550,3782313	601,0840816	728,9625397	656,4379365	585,4628571	661,0318367		
